V1	V2	V3	V4	V5	V6
chr02	2700000	2800000	12	255461	Hom1
chr02	2700000	2800000	0	59655	Hom2
chr02	2800000	2900000	43	183493	Het
chr02	2800000	2900000	34	196836	Hom1
chr02	2800000	2900000	8	45971	Hom2
chr02	2900000	3000000	66	273352	Het
chr02	2900000	3000000	62	295910	Hom1
chr02	2900000	3000000	7	68453	Hom2
chr02	3000000	3100000	57	422896	Het
chr02	3000000	3100000	65	456701	Hom1
chr02	3000000	3100000	11	105647	Hom2
chr02	3100000	3200000	0	198576	Het
chr02	3100000	3200000	0	214523	Hom1
chr02	3100000	3200000	0	49685	Hom2
chr02	3200000	3300000	35	79421	Het
chr02	3200000	3300000	39	85933	Hom1
chr02	3200000	3300000	8	19911	Hom2
chr02	3300000	3400000	0	129905	Het
chr02	3300000	3400000	0	140687	Hom1
chr02	3300000	3400000	0	32527	Hom2
chr02	3400000	3500000	0	128660	Het
chr02	3400000	3500000	4	138692	Hom1
chr02	3400000	3500000	0	32181	Hom2
chr02	3500000	3600000	14	269964	Het
chr02	3500000	3600000	10	291783	Hom1
chr02	3500000	3600000	4	67491	Hom2
chr02	3600000	3700000	0	135012	Het
chr02	3600000	3700000	0	146176	Hom1
chr02	3600000	3700000	0	33699	Hom2
chr02	3700000	3800000	20	153528	Het
chr02	3700000	3800000	21	166276	Hom1
chr02	3700000	3800000	2	38540	Hom2
chr02	3800000	3900000	59	315478	Het
chr02	3800000	3900000	60	340798	Hom1
chr02	3800000	3900000	13	78651	Hom2
chr02	3900000	4000000	0	106877	Het
chr02	3900000	4000000	0	114964	Hom1
chr02	3900000	4000000	0	26540	Hom2
chr02	4000000	4100000	3	279459	Het
chr02	4000000	4100000	3	301540	Hom1
chr02	4000000	4100000	0	69760	Hom2
chr02	4100000	4200000	0	45648	Het
chr02	4100000	4200000	0	49092	Hom1
chr02	4100000	4200000	0	11517	Hom2
chr02	4200000	4300000	0	11301	Het
chr02	4200000	4300000	0	11507	Hom1
chr02	4200000	4300000	0	2627	Hom2
chr02	4300000	4400000	0	32780	Het
chr02	4300000	4400000	0	33100	Hom1
chr02	4300000	4400000	0	7724	Hom2
chr02	4400000	4500000	0	5606	Het
chr02	4400000	4500000	0	5816	Hom1
chr02	4400000	4500000	0	1416	Hom2
chr02	4500000	4600000	0	33662	Het
chr02	4500000	4600000	0	35403	Hom1
chr02	4500000	4600000	0	8412	Hom2
chr02	4600000	4700000	0	0	Het
chr02	4600000	4700000	0	0	Hom1
chr02	4600000	4700000	0	0	Hom2
chr02	4700000	4800000	0	61890	Het
chr02	4700000	4800000	0	66692	Hom1
chr02	4700000	4800000	0	15470	Hom2
chr02	4800000	4900000	0	0	Het
chr02	4800000	4900000	0	0	Hom1
chr02	4800000	4900000	0	0	Hom2
chr02	4900000	5000000	0	131757	Het
chr02	4900000	5000000	0	142668	Hom1
chr02	4900000	5000000	0	33011	Hom2
chr02	5000000	5100000	0	44440	Het
chr02	5000000	5100000	0	48122	Hom1
chr02	5000000	5100000	0	11167	Hom2
chr02	5100000	5200000	8	38977	Het
chr02	5100000	5200000	11	42055	Hom1
chr02	5100000	5200000	0	9744	Hom2
chr02	5200000	5300000	27	206013	Het
chr02	5200000	5300000	33	222135	Hom1
chr02	5200000	5300000	6	51555	Hom2
chr02	5300000	5400000	2	99682	Het
chr02	5300000	5400000	3	107539	Hom1
chr02	5300000	5400000	0	24936	Hom2
chr02	5400000	5500000	53	121425	Het
chr02	5400000	5500000	61	130525	Hom1
chr02	5400000	5500000	10	30376	Hom2
chr02	5500000	5600000	0	0	Het
chr02	5500000	5600000	0	0	Hom1
chr02	5500000	5600000	0	0	Hom2
chr02	5600000	5700000	0	6500	Het
chr02	5600000	5700000	0	7137	Hom1
chr02	5600000	5700000	0	1647	Hom2
chr02	5700000	5800000	2	109739	Het
chr02	5700000	5800000	0	118790	Hom1
chr02	5700000	5800000	0	27460	Hom2
chr02	5800000	5900000	44	215530	Het
chr02	5800000	5900000	42	231181	Hom1
chr02	5800000	5900000	6	53767	Hom2
chr02	5900000	6000000	2	114292	Het
chr02	5900000	6000000	0	122779	Hom1
chr02	5900000	6000000	2	28529	Hom2
chr02	6000000	6100000	84	53856	Het
chr02	6000000	6100000	74	57816	Hom1
chr02	6000000	6100000	17	13440	Hom2
chr02	6100000	6200000	54	169720	Het
chr02	6100000	6200000	69	183843	Hom1
chr02	6100000	6200000	13	42494	Hom2
chr02	6200000	6300000	44	256761	Het
chr02	6200000	6300000	50	277737	Hom1
chr02	6200000	6300000	8	64206	Hom2
chr02	6300000	6400000	15	56488	Het
chr02	6300000	6400000	20	60786	Hom1
chr02	6300000	6400000	3	14126	Hom2
chr02	6400000	6500000	0	33265	Het
chr02	6400000	6500000	0	36048	Hom1
chr02	6400000	6500000	0	8327	Hom2
chr02	6500000	6600000	2	14220	Het
chr02	6500000	6600000	0	16272	Hom1
chr02	6500000	6600000	2	3727	Hom2
chr02	6600000	6700000	0	104512	Het
chr02	6600000	6700000	0	112956	Hom1
chr02	6600000	6700000	0	26035	Hom2
chr02	6700000	6800000	10	250995	Het
chr02	6700000	6800000	7	270908	Hom1
chr02	6700000	6800000	4	62808	Hom2
chr02	6800000	6900000	0	119969	Het
chr02	6800000	6900000	0	129087	Hom1
chr02	6800000	6900000	0	29961	Hom2
chr02	6900000	7000000	4	8733	Het
chr02	6900000	7000000	4	9421	Hom1
chr02	6900000	7000000	0	2419	Hom2
chr02	7000000	7100000	0	13841	Het
chr02	7000000	7100000	0	13573	Hom1
chr02	7000000	7100000	0	3038	Hom2
chr02	7100000	7200000	0	14228	Het
chr02	7100000	7200000	0	14344	Hom1
chr02	7100000	7200000	0	3421	Hom2
chr02	7200000	7300000	0	9169	Het
chr02	7200000	7300000	0	10008	Hom1
chr02	7200000	7300000	0	2557	Hom2
chr02	7300000	7400000	10	130759	Het
chr02	7300000	7400000	6	140813	Hom1
chr02	7300000	7400000	2	32938	Hom2
chr02	7400000	7500000	12	154799	Het
chr02	7400000	7500000	13	166326	Hom1
chr02	7400000	7500000	2	38713	Hom2
chr02	7500000	7600000	12	118916	Het
chr02	7500000	7600000	16	128539	Hom1
chr02	7500000	7600000	0	29709	Hom2
chr02	7600000	7700000	57	216076	Het
chr02	7600000	7700000	65	233409	Hom1
chr02	7600000	7700000	9	53908	Hom2
chr02	7700000	7800000	21	246425	Het
chr02	7700000	7800000	24	265525	Hom1
chr02	7700000	7800000	4	61573	Hom2
chr02	7800000	7900000	19	368311	Het
chr02	7800000	7900000	15	397309	Hom1
chr02	7800000	7900000	5	91948	Hom2
chr02	7900000	8000000	0	79481	Het
chr02	7900000	8000000	3	86286	Hom1
chr02	7900000	8000000	0	19980	Hom2
chr02	8000000	8100000	20	149957	Het
chr02	8000000	8100000	24	161546	Hom1
chr02	8000000	8100000	7	37440	Hom2
chr02	8100000	8200000	62	200097	Het
chr02	8100000	8200000	65	216679	Hom1
chr02	8100000	8200000	18	50191	Hom2
chr02	8200000	8300000	49	16987	Het
chr02	8200000	8300000	49	18351	Hom1
chr02	8200000	8300000	12	4277	Hom2
chr02	8300000	8400000	0	130778	Het
chr02	8300000	8400000	0	140968	Hom1
chr02	8300000	8400000	0	32613	Hom2
chr02	8400000	8500000	14	271599	Het
chr02	8400000	8500000	23	293188	Hom1
chr02	8400000	8500000	3	67913	Hom2
chr02	8500000	8600000	0	84626	Het
chr02	8500000	8600000	0	90944	Hom1
chr02	8500000	8600000	0	21208	Hom2
chr02	8600000	8700000	0	131611	Het
chr02	8600000	8700000	2	141815	Hom1
chr02	8600000	8700000	0	32821	Hom2
chr02	8700000	8800000	9	117498	Het
chr02	8700000	8800000	15	127065	Hom1
chr02	8700000	8800000	0	29496	Hom2
chr02	8800000	8900000	4	82803	Het
chr02	8800000	8900000	2	85869	Hom1
chr02	8800000	8900000	3	20865	Hom2
chr02	8900000	9000000	0	10961	Het
chr02	8900000	9000000	0	11804	Hom1
chr02	8900000	9000000	0	2745	Hom2
chr02	9000000	9100000	0	0	Het
chr02	9000000	9100000	0	0	Hom1
chr02	9000000	9100000	0	0	Hom2
chr02	9100000	9200000	0	20375	Het
chr02	9100000	9200000	0	22073	Hom1
chr02	9100000	9200000	0	5093	Hom2
chr02	9200000	9300000	0	113561	Het
chr02	9200000	9300000	0	122596	Hom1
chr02	9200000	9300000	0	28354	Hom2
chr02	9300000	9400000	17	4015	Het
chr02	9300000	9400000	18	4353	Hom1
chr02	9300000	9400000	4	1005	Hom2
chr02	9400000	9500000	0	15262	Het
chr02	9400000	9500000	0	16457	Hom1
chr02	9400000	9500000	0	3825	Hom2
chr02	9500000	9600000	9	10740	Het
chr02	9500000	9600000	7	11635	Hom1
chr02	9500000	9600000	0	2716	Hom2
chr02	9600000	9700000	0	0	Het
chr02	9600000	9700000	0	0	Hom1
chr02	9600000	9700000	0	0	Hom2
chr02	9700000	9800000	0	35071	Het
chr02	9700000	9800000	0	37909	Hom1
chr02	9700000	9800000	0	8795	Hom2
chr02	9800000	9900000	0	155640	Het
chr02	9800000	9900000	0	167724	Hom1
chr02	9800000	9900000	0	39228	Hom2
chr02	9900000	10000000	7	79246	Het
chr02	9900000	10000000	8	85718	Hom1
chr02	9900000	10000000	2	20236	Hom2
chr02	10000000	10100000	51	115750	Het
chr02	10000000	10100000	37	124049	Hom1
chr02	10000000	10100000	10	28755	Hom2
chr02	10100000	10200000	0	189120	Het
chr02	10100000	10200000	0	203214	Hom1
chr02	10100000	10200000	0	47368	Hom2
chr02	10200000	10300000	3	104499	Het
chr02	10200000	10300000	0	112632	Hom1
chr02	10200000	10300000	0	26302	Hom2
chr02	10300000	10400000	56	241959	Het
chr02	10300000	10400000	49	260353	Hom1
chr02	10300000	10400000	10	60675	Hom2
chr02	10400000	10500000	27	167304	Het
chr02	10400000	10500000	27	179723	Hom1
chr02	10400000	10500000	8	42107	Hom2
chr02	10500000	10600000	0	182891	Het
chr02	10500000	10600000	0	196770	Hom1
chr02	10500000	10600000	0	46076	Hom2
chr02	10600000	10700000	57	143997	Het
chr02	10600000	10700000	66	155122	Hom1
chr02	10600000	10700000	14	36021	Hom2
chr02	10700000	10800000	57	162661	Het
chr02	10700000	10800000	66	176041	Hom1
chr02	10700000	10800000	12	41283	Hom2
chr02	10800000	10900000	0	0	Het
chr02	10800000	10900000	0	0	Hom1
chr02	10800000	10900000	0	0	Hom2
chr02	10900000	11000000	0	26590	Het
chr02	10900000	11000000	0	28010	Hom1
chr02	10900000	11000000	0	6936	Hom2
chr02	11000000	11100000	16	48208	Het
chr02	11000000	11100000	12	52116	Hom1
chr02	11000000	11100000	3	12077	Hom2
chr02	11100000	11200000	0	3795	Het
chr02	11100000	11200000	0	4594	Hom1
chr02	11100000	11200000	0	966	Hom2
chr02	11200000	11300000	0	69134	Het
chr02	11200000	11300000	0	74781	Hom1
chr02	11200000	11300000	0	17304	Hom2
chr02	11300000	11400000	0	22934	Het
chr02	11300000	11400000	0	25044	Hom1
chr02	11300000	11400000	0	6494	Hom2
chr02	11400000	11500000	0	0	Het
chr02	11400000	11500000	0	0	Hom1
chr02	11400000	11500000	0	0	Hom2
chr02	11500000	11600000	0	4437	Het
chr02	11500000	11600000	0	5331	Hom1
chr02	11500000	11600000	0	1068	Hom2
chr02	11600000	11700000	0	13925	Het
chr02	11600000	11700000	0	15028	Hom1
chr02	11600000	11700000	0	3525	Hom2
chr02	11700000	11800000	0	7765	Het
chr02	11700000	11800000	2	9088	Hom1
chr02	11700000	11800000	0	1879	Hom2
chr02	11800000	11900000	0	29553	Het
chr02	11800000	11900000	0	31308	Hom1
chr02	11800000	11900000	0	6494	Hom2
chr02	11900000	12000000	0	0	Het
chr02	11900000	12000000	0	0	Hom1
chr02	11900000	12000000	0	0	Hom2
chr02	12000000	12100000	0	0	Het
chr02	12000000	12100000	0	0	Hom1
chr02	12000000	12100000	0	0	Hom2
chr02	12100000	12200000	6	8067	Het
chr02	12100000	12200000	7	7313	Hom1
chr02	12100000	12200000	0	2094	Hom2
chr02	12200000	12300000	3	2409	Het
chr02	12200000	12300000	5	2656	Hom1
chr02	12200000	12300000	2	626	Hom2
chr02	12300000	12400000	0	3611	Het
chr02	12300000	12400000	0	3534	Hom1
chr02	12300000	12400000	0	903	Hom2
chr02	12400000	12500000	0	17013	Het
chr02	12400000	12500000	4	18439	Hom1
chr02	12400000	12500000	0	4233	Hom2
chr02	12500000	12549439	0	0	Het
chr02	12500000	12549439	0	0	Hom1
chr02	12500000	12549439	0	0	Hom2
chr03	0	100000	0	0	Het
chr03	0	100000	0	0	Hom1
chr03	0	100000	0	0	Hom2
chr03	100000	200000	0	25302	Het
chr03	100000	200000	0	26160	Hom1
chr03	100000	200000	0	6474	Hom2
chr03	200000	300000	0	0	Het
chr03	200000	300000	0	0	Hom1
chr03	200000	300000	0	0	Hom2
chr03	300000	400000	0	34456	Het
chr03	300000	400000	0	37229	Hom1
chr03	300000	400000	0	8653	Hom2
chr03	400000	500000	0	0	Het
chr03	400000	500000	0	0	Hom1
chr03	400000	500000	0	0	Hom2
chr03	500000	600000	0	5031	Het
chr03	500000	600000	0	5689	Hom1
chr03	500000	600000	0	1108	Hom2
chr03	600000	700000	0	0	Het
chr03	600000	700000	0	0	Hom1
chr03	600000	700000	0	0	Hom2
chr03	700000	800000	0	11497	Het
chr03	700000	800000	0	12698	Hom1
chr03	700000	800000	0	2894	Hom2
chr03	800000	900000	0	10834	Het
chr03	800000	900000	0	11454	Hom1
chr03	800000	900000	0	2337	Hom2
chr03	900000	1000000	0	3373	Het
chr03	900000	1000000	0	3787	Hom1
chr03	900000	1000000	0	1083	Hom2
chr03	1000000	1100000	0	0	Het
chr03	1000000	1100000	0	0	Hom1
chr03	1000000	1100000	0	0	Hom2
chr03	1100000	1200000	0	10225	Het
chr03	1100000	1200000	0	11185	Hom1
chr03	1100000	1200000	0	2588	Hom2
chr03	1200000	1300000	5	1057	Het
chr03	1200000	1300000	0	557	Hom1
chr03	1200000	1300000	0	243	Hom2
chr03	1300000	1400000	0	14556	Het
chr03	1300000	1400000	0	15559	Hom1
chr03	1300000	1400000	0	3177	Hom2
chr03	1400000	1500000	0	73348	Het
chr03	1400000	1500000	0	79546	Hom1
chr03	1400000	1500000	0	18010	Hom2
chr03	1500000	1600000	27	18161	Het
chr03	1500000	1600000	24	19630	Hom1
chr03	1500000	1600000	8	4690	Hom2
chr03	1600000	1700000	0	2416	Het
chr03	1600000	1700000	0	2222	Hom1
chr03	1600000	1700000	0	532	Hom2
chr03	1700000	1800000	0	8501	Het
chr03	1700000	1800000	0	9506	Hom1
chr03	1700000	1800000	0	2516	Hom2
chr03	1800000	1900000	0	0	Het
chr03	1800000	1900000	0	0	Hom1
chr03	1800000	1900000	0	0	Hom2
chr03	1900000	2000000	0	3810	Het
chr03	1900000	2000000	0	3978	Hom1
chr03	1900000	2000000	0	868	Hom2
chr03	2000000	2100000	0	0	Het
chr03	2000000	2100000	0	0	Hom1
chr03	2000000	2100000	0	0	Hom2
chr03	2100000	2200000	0	0	Het
chr03	2100000	2200000	0	0	Hom1
chr03	2100000	2200000	0	0	Hom2
chr03	2200000	2300000	0	1872	Het
chr03	2200000	2300000	0	2430	Hom1
chr03	2200000	2300000	0	887	Hom2
chr03	2300000	2400000	0	12279	Het
chr03	2300000	2400000	0	13302	Hom1
chr03	2300000	2400000	0	3178	Hom2
chr03	2400000	2500000	6	18190	Het
chr03	2400000	2500000	8	18862	Hom1
chr03	2400000	2500000	3	4712	Hom2
chr03	2500000	2600000	0	0	Het
chr03	2500000	2600000	0	0	Hom1
chr03	2500000	2600000	0	0	Hom2
chr03	2600000	2700000	0	2513	Het
chr03	2600000	2700000	2	2930	Hom1
chr03	2600000	2700000	0	659	Hom2
chr03	2700000	2800000	0	0	Het
chr03	2700000	2800000	0	0	Hom1
chr03	2700000	2800000	0	0	Hom2
chr03	2800000	2900000	0	16094	Het
chr03	2800000	2900000	0	16707	Hom1
chr03	2800000	2900000	0	4233	Hom2
chr03	2900000	3000000	0	20360	Het
chr03	2900000	3000000	0	23236	Hom1
chr03	2900000	3000000	0	5484	Hom2
chr03	3000000	3100000	3	10226	Het
chr03	3000000	3100000	0	10858	Hom1
chr03	3000000	3100000	0	2597	Hom2
chr03	3100000	3200000	0	0	Het
chr03	3100000	3200000	0	0	Hom1
chr03	3100000	3200000	0	0	Hom2
chr03	3200000	3300000	0	4290	Het
chr03	3200000	3300000	0	4342	Hom1
chr03	3200000	3300000	0	1007	Hom2
chr03	3300000	3400000	2	45615	Het
chr03	3300000	3400000	2	48489	Hom1
chr03	3300000	3400000	0	11175	Hom2
chr03	3400000	3500000	0	179043	Het
chr03	3400000	3500000	3	193306	Hom1
chr03	3400000	3500000	0	45274	Hom2
chr03	3500000	3600000	16	223753	Het
chr03	3500000	3600000	19	241608	Hom1
chr03	3500000	3600000	4	56937	Hom2
chr03	3600000	3700000	115	120510	Het
chr03	3600000	3700000	118	130129	Hom1
chr03	3600000	3700000	24	30335	Hom2
chr03	3700000	3800000	5	138225	Het
chr03	3700000	3800000	6	147908	Hom1
chr03	3700000	3800000	0	34715	Hom2
chr03	3800000	3900000	16	172787	Het
chr03	3800000	3900000	24	182103	Hom1
chr03	3800000	3900000	5	42950	Hom2
chr03	3900000	4000000	51	60442	Het
chr03	3900000	4000000	46	63747	Hom1
chr03	3900000	4000000	9	14790	Hom2
chr03	4000000	4100000	13	107308	Het
chr03	4000000	4100000	25	114759	Hom1
chr03	4000000	4100000	11	27579	Hom2
chr03	4100000	4200000	56	253610	Het
chr03	4100000	4200000	64	272320	Hom1
chr03	4100000	4200000	19	63667	Hom2
chr03	4200000	4300000	9	278151	Het
chr03	4200000	4300000	12	297584	Hom1
chr03	4200000	4300000	2	69859	Hom2
chr03	4300000	4400000	16	166193	Het
chr03	4300000	4400000	14	177590	Hom1
chr03	4300000	4400000	0	41736	Hom2
chr03	4400000	4500000	15	166904	Het
chr03	4400000	4500000	19	179009	Hom1
chr03	4400000	4500000	4	41824	Hom2
chr03	4500000	4600000	5	118040	Het
chr03	4500000	4600000	5	126620	Hom1
chr03	4500000	4600000	0	29527	Hom2
chr03	4600000	4700000	18	109546	Het
chr03	4600000	4700000	20	117709	Hom1
chr03	4600000	4700000	0	27411	Hom2
chr03	4700000	4800000	0	35548	Het
chr03	4700000	4800000	0	38506	Hom1
chr03	4700000	4800000	0	8861	Hom2
chr03	4800000	4900000	0	44999	Het
chr03	4800000	4900000	0	47677	Hom1
chr03	4800000	4900000	0	11116	Hom2
chr03	4900000	5000000	36	141227	Het
chr03	4900000	5000000	44	151937	Hom1
chr03	4900000	5000000	10	35256	Hom2
chr03	5000000	5100000	0	70527	Het
chr03	5000000	5100000	0	76169	Hom1
chr03	5000000	5100000	0	17651	Hom2
chr03	5100000	5200000	0	27994	Het
chr03	5100000	5200000	3	29784	Hom1
chr03	5100000	5200000	0	6709	Hom2
chr03	5200000	5300000	0	0	Het
chr03	5200000	5300000	0	0	Hom1
chr03	5200000	5300000	0	0	Hom2
chr03	5300000	5400000	13	158854	Het
chr03	5300000	5400000	12	171654	Hom1
chr03	5300000	5400000	0	39731	Hom2
chr03	5400000	5500000	13	117500	Het
chr03	5400000	5500000	12	126948	Hom1
chr03	5400000	5500000	2	29778	Hom2
chr03	5500000	5600000	0	200045	Het
chr03	5500000	5600000	5	215684	Hom1
chr03	5500000	5600000	0	50690	Hom2
chr03	5600000	5700000	8	117915	Het
chr03	5600000	5700000	8	127560	Hom1
chr03	5600000	5700000	2	29572	Hom2
chr03	5700000	5800000	24	151036	Het
chr03	5700000	5800000	28	162760	Hom1
chr03	5700000	5800000	6	37940	Hom2
chr03	5800000	5900000	42	143636	Het
chr03	5800000	5900000	54	155234	Hom1
chr03	5800000	5900000	10	36733	Hom2
chr03	5900000	6000000	0	284003	Het
chr03	5900000	6000000	0	305378	Hom1
chr03	5900000	6000000	0	71128	Hom2
chr03	6000000	6100000	0	15846	Het
chr03	6000000	6100000	0	17145	Hom1
chr03	6000000	6100000	0	3963	Hom2
chr03	6100000	6200000	0	99273	Het
chr03	6100000	6200000	0	107644	Hom1
chr03	6100000	6200000	0	24861	Hom2
chr03	6200000	6300000	20	104531	Het
chr03	6200000	6300000	24	113264	Hom1
chr03	6200000	6300000	4	26239	Hom2
chr03	6300000	6400000	0	236076	Het
chr03	6300000	6400000	9	254396	Hom1
chr03	6300000	6400000	0	58820	Hom2
chr03	6400000	6500000	5	167381	Het
chr03	6400000	6500000	5	180279	Hom1
chr03	6400000	6500000	0	41952	Hom2
chr03	6500000	6600000	24	159142	Het
chr03	6500000	6600000	33	171884	Hom1
chr03	6500000	6600000	11	39846	Hom2
chr03	6600000	6700000	3	178341	Het
chr03	6600000	6700000	0	191051	Hom1
chr03	6600000	6700000	0	43977	Hom2
chr03	6700000	6800000	6	61946	Het
chr03	6700000	6800000	13	66775	Hom1
chr03	6700000	6800000	0	15453	Hom2
chr03	6800000	6900000	25	219371	Het
chr03	6800000	6900000	27	236342	Hom1
chr03	6800000	6900000	4	54834	Hom2
chr03	6900000	7000000	0	31588	Het
chr03	6900000	7000000	0	34188	Hom1
chr03	6900000	7000000	0	7920	Hom2
chr03	7000000	7100000	0	207060	Het
chr03	7000000	7100000	0	223675	Hom1
chr03	7000000	7100000	0	51770	Hom2
chr03	7100000	7200000	0	31856	Het
chr03	7100000	7200000	0	34380	Hom1
chr03	7100000	7200000	0	7970	Hom2
chr03	7200000	7300000	7	62539	Het
chr03	7200000	7300000	2	67816	Hom1
chr03	7200000	7300000	2	15763	Hom2
chr03	7300000	7400000	7	113293	Het
chr03	7300000	7400000	3	122437	Hom1
chr03	7300000	7400000	0	28291	Hom2
chr03	7400000	7500000	0	56241	Het
chr03	7400000	7500000	0	60631	Hom1
chr03	7400000	7500000	0	14059	Hom2
chr03	7500000	7600000	33	208974	Het
chr03	7500000	7600000	26	225117	Hom1
chr03	7500000	7600000	7	52401	Hom2
chr03	7600000	7700000	18	118903	Het
chr03	7600000	7700000	19	127390	Hom1
chr03	7600000	7700000	3	29488	Hom2
chr03	7700000	7800000	0	57579	Het
chr03	7700000	7800000	0	61624	Hom1
chr03	7700000	7800000	0	14455	Hom2
chr03	7800000	7900000	0	14976	Het
chr03	7800000	7900000	0	13202	Hom1
chr03	7800000	7900000	0	2903	Hom2
chr03	7900000	8000000	0	0	Het
chr03	7900000	8000000	0	0	Hom1
chr03	7900000	8000000	0	0	Hom2
chr03	8000000	8100000	0	0	Het
chr03	8000000	8100000	0	0	Hom1
chr03	8000000	8100000	0	0	Hom2
chr03	8100000	8200000	0	0	Het
chr03	8100000	8200000	0	0	Hom1
chr03	8100000	8200000	0	0	Hom2
chr03	8200000	8300000	4	177343	Het
chr03	8200000	8300000	12	191554	Hom1
chr03	8200000	8300000	2	44423	Hom2
chr03	8300000	8400000	0	218576	Het
chr03	8300000	8400000	2	235156	Hom1
chr03	8300000	8400000	0	54591	Hom2
chr03	8400000	8500000	13	87171	Het
chr03	8400000	8500000	19	93962	Hom1
chr03	8400000	8500000	3	21996	Hom2
chr03	8500000	8600000	2	184307	Het
chr03	8500000	8600000	9	198290	Hom1
chr03	8500000	8600000	0	46073	Hom2
chr03	8600000	8700000	8	111978	Het
chr03	8600000	8700000	9	120120	Hom1
chr03	8600000	8700000	0	28056	Hom2
chr03	8700000	8800000	0	114944	Het
chr03	8700000	8800000	0	124397	Hom1
chr03	8700000	8800000	0	28835	Hom2
chr03	8800000	8900000	13	343633	Het
chr03	8800000	8900000	7	371720	Hom1
chr03	8800000	8900000	2	86009	Hom2
chr03	8900000	9000000	7	160422	Het
chr03	8900000	9000000	10	172408	Hom1
chr03	8900000	9000000	0	40363	Hom2
chr03	9000000	9100000	30	71510	Het
chr03	9000000	9100000	34	76386	Hom1
chr03	9000000	9100000	6	17858	Hom2
chr03	9100000	9200000	2	100891	Het
chr03	9100000	9200000	2	107987	Hom1
chr03	9100000	9200000	0	25207	Hom2
chr03	9200000	9300000	0	228631	Het
chr03	9200000	9300000	0	246550	Hom1
chr03	9200000	9300000	0	57330	Hom2
chr03	9300000	9400000	2	129721	Het
chr03	9300000	9400000	6	140168	Hom1
chr03	9300000	9400000	0	32658	Hom2
chr03	9400000	9500000	5	62969	Het
chr03	9400000	9500000	4	68205	Hom1
chr03	9400000	9500000	2	15793	Hom2
chr03	9500000	9600000	0	105358	Het
