V1	V2	V3	V4	V5	V6
chr02	2900000	3000000	137	637715	Mediterranian
chr02	3000000	3100000	56	419543	African
chr02	3000000	3100000	137	985244	Mediterranian
chr02	3100000	3200000	0	197438	African
chr02	3100000	3200000	2	462784	Mediterranian
chr02	3200000	3300000	22	79463	African
chr02	3200000	3300000	82	185265	Mediterranian
chr02	3300000	3400000	0	129379	African
chr02	3300000	3400000	0	303119	Mediterranian
chr02	3400000	3500000	12	127767	African
chr02	3400000	3500000	5	299533	Mediterranian
chr02	3500000	3600000	18	268924	African
chr02	3500000	3600000	30	629238	Mediterranian
chr02	3600000	3700000	0	133735	African
chr02	3600000	3700000	0	314887	Mediterranian
chr02	3700000	3800000	11	152932	African
chr02	3700000	3800000	46	358344	Mediterranian
chr02	3800000	3900000	50	314158	African
chr02	3800000	3900000	137	734927	Mediterranian
chr02	3900000	4000000	3	105910	African
chr02	3900000	4000000	0	248381	Mediterranian
chr02	4000000	4100000	4	276930	African
chr02	4000000	4100000	7	650759	Mediterranian
chr02	4100000	4200000	0	45318	African
chr02	4100000	4200000	0	106257	Mediterranian
chr02	4200000	4300000	0	11308	African
chr02	4200000	4300000	2	25435	Mediterranian
chr02	4300000	4400000	0	33216	African
chr02	4300000	4400000	0	73604	Mediterranian
chr02	4400000	4500000	0	5518	African
chr02	4400000	4500000	0	12838	Mediterranian
chr02	4500000	4600000	0	32579	African
chr02	4500000	4600000	0	77477	Mediterranian
chr02	4600000	4700000	0	0	African
chr02	4600000	4700000	0	0	Mediterranian
chr02	4700000	4800000	0	61796	African
chr02	4700000	4800000	0	144052	Mediterranian
chr02	4800000	4900000	0	0	African
chr02	4800000	4900000	0	0	Mediterranian
chr02	4900000	5000000	0	131568	African
chr02	4900000	5000000	0	307436	Mediterranian
chr02	5000000	5100000	0	44589	African
chr02	5000000	5100000	0	103729	Mediterranian
chr02	5100000	5200000	0	38694	African
chr02	5100000	5200000	21	90776	Mediterranian
chr02	5200000	5300000	22	204774	African
chr02	5200000	5300000	67	479703	Mediterranian
chr02	5300000	5400000	2	98798	African
chr02	5300000	5400000	5	232157	Mediterranian
chr02	5400000	5500000	45	120205	African
chr02	5400000	5500000	129	282326	Mediterranian
chr02	5500000	5600000	0	0	African
chr02	5500000	5600000	0	0	Mediterranian
chr02	5600000	5700000	0	6540	African
chr02	5600000	5700000	0	15284	Mediterranian
chr02	5700000	5800000	0	109383	African
chr02	5700000	5800000	2	255989	Mediterranian
chr02	5800000	5900000	45	214111	African
chr02	5800000	5900000	93	500478	Mediterranian
chr02	5900000	6000000	5	112760	African
chr02	5900000	6000000	5	265600	Mediterranian
chr02	6000000	6100000	69	53680	African
chr02	6000000	6100000	179	125112	Mediterranian
chr02	6100000	6200000	48	168909	African
chr02	6100000	6200000	138	396057	Mediterranian
chr02	6200000	6300000	41	256146	African
chr02	6200000	6300000	105	598704	Mediterranian
chr02	6300000	6400000	19	55982	African
chr02	6300000	6400000	41	131400	Mediterranian
chr02	6400000	6500000	0	33081	African
chr02	6400000	6500000	0	77640	Mediterranian
chr02	6500000	6600000	0	14707	African
chr02	6500000	6600000	4	34219	Mediterranian
chr02	6600000	6700000	0	104118	African
chr02	6600000	6700000	0	243503	Mediterranian
chr02	6700000	6800000	12	249113	African
chr02	6700000	6800000	24	584711	Mediterranian
chr02	6800000	6900000	0	119540	African
chr02	6800000	6900000	0	279017	Mediterranian
chr02	6900000	7000000	0	8359	African
chr02	6900000	7000000	8	20573	Mediterranian
chr02	7000000	7100000	0	8440	African
chr02	7000000	7100000	0	30452	Mediterranian
chr02	7100000	7200000	0	12438	African
chr02	7100000	7200000	0	31993	Mediterranian
chr02	7200000	7300000	0	7596	African
chr02	7200000	7300000	0	21734	Mediterranian
chr02	7300000	7400000	6	128318	African
chr02	7300000	7400000	18	304510	Mediterranian
chr02	7400000	7500000	7	152265	African
chr02	7400000	7500000	28	359838	Mediterranian
chr02	7500000	7600000	10	117880	African
chr02	7500000	7600000	28	277164	Mediterranian
chr02	7600000	7700000	57	215179	African
chr02	7600000	7700000	133	503393	Mediterranian
chr02	7700000	7800000	15	245171	African
chr02	7700000	7800000	53	573523	Mediterranian
chr02	7800000	7900000	12	365763	African
chr02	7800000	7900000	41	857568	Mediterranian
chr02	7900000	8000000	0	78454	African
chr02	7900000	8000000	4	185747	Mediterranian
chr02	8000000	8100000	29	148784	African
chr02	8000000	8100000	53	348943	Mediterranian
chr02	8100000	8200000	65	199207	African
chr02	8100000	8200000	147	466967	Mediterranian
chr02	8200000	8300000	44	16923	African
chr02	8200000	8300000	111	39615	Mediterranian
chr02	8300000	8400000	0	128937	African
chr02	8300000	8400000	2	304359	Mediterranian
chr02	8400000	8500000	11	270592	African
chr02	8400000	8500000	42	632700	Mediterranian
chr02	8500000	8600000	0	84201	African
chr02	8500000	8600000	0	196778	Mediterranian
chr02	8600000	8700000	0	130370	African
chr02	8600000	8700000	4	306247	Mediterranian
chr02	8700000	8800000	0	115853	African
chr02	8700000	8800000	27	274059	Mediterranian
chr02	8800000	8900000	2	79094	African
chr02	8800000	8900000	9	189537	Mediterranian
chr02	8900000	9000000	0	10790	African
chr02	8900000	9000000	0	25510	Mediterranian
chr02	9000000	9100000	0	0	African
chr02	9000000	9100000	0	0	Mediterranian
chr02	9100000	9200000	0	20292	African
chr02	9100000	9200000	0	47541	Mediterranian
chr02	9200000	9300000	0	112695	African
chr02	9200000	9300000	0	264511	Mediterranian
chr02	9300000	9400000	14	4009	African
chr02	9300000	9400000	39	9373	Mediterranian
chr02	9400000	9500000	0	15236	African
chr02	9400000	9500000	0	35544	Mediterranian
chr02	9500000	9600000	5	10588	African
chr02	9500000	9600000	17	25091	Mediterranian
chr02	9600000	9700000	0	0	African
chr02	9600000	9700000	0	0	Mediterranian
chr02	9700000	9800000	0	34885	African
chr02	9700000	9800000	0	81775	Mediterranian
chr02	9800000	9900000	0	151636	African
chr02	9800000	9900000	5	362592	Mediterranian
chr02	9900000	10000000	10	78440	African
chr02	9900000	10000000	24	185200	Mediterranian
chr02	10000000	10100000	50	112786	African
chr02	10000000	10100000	103	268554	Mediterranian
chr02	10100000	10200000	0	187653	African
chr02	10100000	10200000	0	439702	Mediterranian
chr02	10200000	10300000	0	100927	African
chr02	10200000	10300000	5	243433	Mediterranian
chr02	10300000	10400000	34	239355	African
chr02	10300000	10400000	123	562987	Mediterranian
chr02	10400000	10500000	15	162816	African
chr02	10400000	10500000	67	389134	Mediterranian
chr02	10500000	10600000	0	180426	African
chr02	10500000	10600000	2	425737	Mediterranian
chr02	10600000	10700000	64	143016	African
chr02	10600000	10700000	147	335140	Mediterranian
chr02	10700000	10800000	52	159983	African
chr02	10700000	10800000	139	379985	Mediterranian
chr02	10800000	10900000	0	0	African
chr02	10800000	10900000	0	0	Mediterranian
chr02	10900000	11000000	0	24470	African
chr02	10900000	11000000	2	61536	Mediterranian
chr02	11000000	11100000	8	48166	African
chr02	11000000	11100000	31	112401	Mediterranian
chr02	11100000	11200000	0	3183	African
chr02	11100000	11200000	0	9355	Mediterranian
chr02	11200000	11300000	0	68772	African
chr02	11200000	11300000	0	161219	Mediterranian
chr02	11300000	11400000	0	18248	African
chr02	11300000	11400000	0	54472	Mediterranian
chr02	11400000	11500000	0	0	African
chr02	11400000	11500000	0	0	Mediterranian
chr02	11500000	11600000	0	4131	African
chr02	11500000	11600000	0	10836	Mediterranian
chr02	11600000	11700000	0	13915	African
chr02	11600000	11700000	0	32478	Mediterranian
chr02	11700000	11800000	0	6811	African
chr02	11700000	11800000	2	18732	Mediterranian
chr02	11800000	11900000	0	25336	African
chr02	11800000	11900000	0	67355	Mediterranian
chr02	11900000	12000000	0	0	African
chr02	11900000	12000000	0	0	Mediterranian
chr02	12000000	12100000	0	0	African
chr02	12000000	12100000	0	0	Mediterranian
chr02	12100000	12200000	7	7804	African
chr02	12100000	12200000	15	17474	Mediterranian
chr02	12200000	12300000	8	2231	African
chr02	12200000	12300000	10	5691	Mediterranian
chr02	12300000	12400000	0	2420	African
chr02	12300000	12400000	0	8048	Mediterranian
chr02	12400000	12500000	7	16293	African
chr02	12400000	12500000	6	39685	Mediterranian
chr02	12500000	12549439	0	0	African
chr02	12500000	12549439	0	0	Mediterranian
chr03	0	100000	0	0	African
chr03	0	100000	0	0	Mediterranian
chr03	100000	200000	0	23674	African
chr03	100000	200000	2	57936	Mediterranian
chr03	200000	300000	0	0	African
chr03	200000	300000	0	0	Mediterranian
chr03	300000	400000	0	34183	African
chr03	300000	400000	0	80338	Mediterranian
chr03	400000	500000	0	0	African
chr03	400000	500000	0	0	Mediterranian
chr03	500000	600000	0	4958	African
chr03	500000	600000	0	11828	Mediterranian
chr03	600000	700000	0	0	African
chr03	600000	700000	0	0	Mediterranian
chr03	700000	800000	0	10516	African
chr03	700000	800000	0	27089	Mediterranian
chr03	800000	900000	0	10201	African
chr03	800000	900000	0	24625	Mediterranian
chr03	900000	1000000	0	3886	African
chr03	900000	1000000	0	8243	Mediterranian
chr03	1000000	1100000	0	0	African
chr03	1000000	1100000	0	0	Mediterranian
chr03	1100000	1200000	0	10172	African
chr03	1100000	1200000	0	23998	Mediterranian
chr03	1200000	1300000	0	813	African
chr03	1200000	1300000	5	1857	Mediterranian
chr03	1300000	1400000	0	12718	African
chr03	1300000	1400000	4	33292	Mediterranian
chr03	1400000	1500000	0	72598	African
chr03	1400000	1500000	0	170904	Mediterranian
chr03	1500000	1600000	20	17981	African
chr03	1500000	1600000	64	42481	Mediterranian
chr03	1600000	1700000	0	2107	African
chr03	1600000	1700000	2	5170	Mediterranian
chr03	1700000	1800000	0	6884	African
chr03	1700000	1800000	0	20523	Mediterranian
chr03	1800000	1900000	0	0	African
chr03	1800000	1900000	0	0	Mediterranian
chr03	1900000	2000000	0	3415	African
chr03	1900000	2000000	0	8656	Mediterranian
chr03	2000000	2100000	0	0	African
chr03	2000000	2100000	0	0	Mediterranian
chr03	2100000	2200000	0	0	African
chr03	2100000	2200000	0	0	Mediterranian
chr03	2200000	2300000	0	1926	African
chr03	2200000	2300000	0	5189	Mediterranian
chr03	2300000	2400000	0	12021	African
chr03	2300000	2400000	0	28759	Mediterranian
chr03	2400000	2500000	0	17146	African
chr03	2400000	2500000	19	41764	Mediterranian
chr03	2500000	2600000	0	0	African
chr03	2500000	2600000	0	0	Mediterranian
chr03	2600000	2700000	0	2349	African
chr03	2600000	2700000	2	6102	Mediterranian
chr03	2700000	2800000	0	0	African
chr03	2700000	2800000	0	0	Mediterranian
chr03	2800000	2900000	0	13930	African
chr03	2800000	2900000	0	37034	Mediterranian
chr03	2900000	3000000	0	17342	African
chr03	2900000	3000000	2	49080	Mediterranian
chr03	3000000	3100000	0	9298	African
chr03	3000000	3100000	4	23681	Mediterranian
chr03	3100000	3200000	0	0	African
chr03	3100000	3200000	0	0	Mediterranian
chr03	3200000	3300000	0	3948	African
chr03	3200000	3300000	0	9639	Mediterranian
chr03	3300000	3400000	2	44539	African
chr03	3300000	3400000	4	105279	Mediterranian
chr03	3400000	3500000	4	177062	African
chr03	3400000	3500000	9	417623	Mediterranian
chr03	3500000	3600000	27	223994	African
chr03	3500000	3600000	44	522298	Mediterranian
chr03	3600000	3700000	93	120337	African
chr03	3600000	3700000	268	280974	Mediterranian
chr03	3700000	3800000	5	135509	African
chr03	3700000	3800000	14	320848	Mediterranian
chr03	3800000	3900000	18	163538	African
chr03	3800000	3900000	47	397840	Mediterranian
chr03	3900000	4000000	41	57926	African
chr03	3900000	4000000	107	138979	Mediterranian
chr03	4000000	4100000	8	101967	African
chr03	4000000	4100000	63	249646	Mediterranian
chr03	4100000	4200000	42	248742	African
chr03	4100000	4200000	152	589597	Mediterranian
chr03	4200000	4300000	9	273157	African
chr03	4200000	4300000	27	645594	Mediterranian
chr03	4300000	4400000	16	161821	African
chr03	4300000	4400000	34	385519	Mediterranian
chr03	4400000	4500000	12	165496	African
chr03	4400000	4500000	42	387737	Mediterranian
chr03	4500000	4600000	3	116226	African
chr03	4500000	4600000	12	274187	Mediterranian
chr03	4600000	4700000	9	107389	African
chr03	4600000	4700000	40	254666	Mediterranian
chr03	4700000	4800000	0	35454	African
chr03	4700000	4800000	0	82915	Mediterranian
chr03	4800000	4900000	0	43514	African
chr03	4800000	4900000	0	103792	Mediterranian
chr03	4900000	5000000	46	139745	African
chr03	4900000	5000000	97	328420	Mediterranian
chr03	5000000	5100000	0	70020	African
chr03	5000000	5100000	0	164347	Mediterranian
chr03	5100000	5200000	0	26556	African
chr03	5100000	5200000	3	64487	Mediterranian
chr03	5200000	5300000	0	0	African
chr03	5200000	5300000	0	0	Mediterranian
chr03	5300000	5400000	9	155493	African
chr03	5300000	5400000	33	370239	Mediterranian
chr03	5400000	5500000	3	114200	African
chr03	5400000	5500000	28	274226	Mediterranian
chr03	5500000	5600000	0	195233	African
chr03	5500000	5600000	9	466419	Mediterranian
chr03	5600000	5700000	12	117026	African
chr03	5600000	5700000	21	275047	Mediterranian
chr03	5700000	5800000	22	150340	African
chr03	5700000	5800000	61	351736	Mediterranian
chr03	5800000	5900000	48	139733	African
chr03	5800000	5900000	129	335603	Mediterranian
chr03	5900000	6000000	0	280712	African
chr03	5900000	6000000	2	660509	Mediterranian
chr03	6000000	6100000	0	15835	African
chr03	6000000	6100000	0	36954	Mediterranian
chr03	6100000	6200000	2	99224	African
chr03	6100000	6200000	2	231778	Mediterranian
chr03	6200000	6300000	19	103655	African
chr03	6200000	6300000	49	244034	Mediterranian
chr03	6300000	6400000	4	230202	African
chr03	6300000	6400000	10	549292	Mediterranian
chr03	6400000	6500000	3	166481	African
chr03	6400000	6500000	11	389612	Mediterranian
chr03	6500000	6600000	31	157374	African
chr03	6500000	6600000	71	370872	Mediterranian
chr03	6600000	6700000	3	174770	African
chr03	6600000	6700000	8	413369	Mediterranian
chr03	6700000	6800000	9	61384	African
chr03	6700000	6800000	22	144174	Mediterranian
chr03	6800000	6900000	22	216360	African
chr03	6800000	6900000	59	510547	Mediterranian
chr03	6900000	7000000	0	31460	African
chr03	6900000	7000000	0	73696	Mediterranian
chr03	7000000	7100000	0	206338	African
chr03	7000000	7100000	0	482505	Mediterranian
chr03	7100000	7200000	0	31732	African
chr03	7100000	7200000	0	74206	Mediterranian
chr03	7200000	7300000	3	62318	African
chr03	7200000	7300000	11	146118	Mediterranian
chr03	7300000	7400000	4	111661	African
chr03	7300000	7400000	13	264021	Mediterranian
chr03	7400000	7500000	0	55898	African
chr03	7400000	7500000	0	130931	Mediterranian
chr03	7500000	7600000	33	207233	African
chr03	7500000	7600000	66	486492	Mediterranian
chr03	7600000	7700000	12	115569	African
chr03	7600000	7700000	47	275781	Mediterranian
chr03	7700000	7800000	0	57786	African
chr03	7700000	7800000	0	133658	Mediterranian
chr03	7800000	7900000	0	12947	African
chr03	7800000	7900000	0	31081	Mediterranian
chr03	7900000	8000000	0	0	African
chr03	7900000	8000000	0	0	Mediterranian
chr03	8000000	8100000	0	0	African
chr03	8000000	8100000	0	0	Mediterranian
chr03	8100000	8200000	0	0	African
chr03	8100000	8200000	0	0	Mediterranian
chr03	8200000	8300000	6	175873	African
chr03	8200000	8300000	22	413320	Mediterranian
chr03	8300000	8400000	0	217432	African
chr03	8300000	8400000	2	508323	Mediterranian
chr03	8400000	8500000	19	85759	African
chr03	8400000	8500000	37	203129	Mediterranian
chr03	8500000	8600000	3	182510	African
chr03	8500000	8600000	12	428670	Mediterranian
chr03	8600000	8700000	4	111160	African
chr03	8600000	8700000	18	260154	Mediterranian
chr03	8700000	8800000	0	114741	African
chr03	8700000	8800000	0	268176	Mediterranian
chr03	8800000	8900000	0	342649	African
chr03	8800000	8900000	28	801362	Mediterranian
chr03	8900000	9000000	9	155444	African
chr03	8900000	9000000	23	373193	Mediterranian
chr03	9000000	9100000	33	70190	African
chr03	9000000	9100000	72	165754	Mediterranian
chr03	9100000	9200000	4	99024	African
chr03	9100000	9200000	4	234085	Mediterranian
chr03	9200000	9300000	0	227073	African
chr03	9200000	9300000	2	532511	Mediterranian
chr03	9300000	9400000	0	125882	African
chr03	9300000	9400000	10	302547	Mediterranian
chr03	9400000	9500000	2	62357	African
chr03	9400000	9500000	12	146967	Mediterranian
chr03	9500000	9600000	0	102628	African
chr03	9500000	9600000	2	244539	Mediterranian
chr03	9600000	9700000	0	29476	African
chr03	9600000	9700000	0	68573	Mediterranian
chr03	9700000	9800000	2	57076	African
chr03	9700000	9800000	4	134453	Mediterranian
chr03	9800000	9900000	19	142369	African
chr03	9800000	9900000	47	338102	Mediterranian
chr03	9900000	10000000	0	287932	African
chr03	9900000	10000000	0	676406	Mediterranian
chr03	10000000	10100000	27	323748	African
chr03	10000000	10100000	75	764248	Mediterranian
chr03	10100000	10200000	0	242332	African
chr03	10100000	10200000	0	583119	Mediterranian
chr03	10200000	10300000	11	243069	African
chr03	10200000	10300000	33	580207	Mediterranian
chr03	10300000	10400000	0	110533	African
chr03	10300000	10400000	6	261335	Mediterranian
chr03	10400000	10500000	0	146851	African
chr03	10400000	10500000	21	346267	Mediterranian
chr03	10500000	10600000	8	194308	African
chr03	10500000	10600000	45	459971	Mediterranian
chr03	10600000	10700000	0	219214	African
chr03	10600000	10700000	2	518651	Mediterranian
chr03	10700000	10800000	2	14245	African
chr03	10700000	10800000	0	34644	Mediterranian
chr03	10800000	10900000	0	11752	African
chr03	10800000	10900000	0	28158	Mediterranian
chr03	10900000	11000000	4	126662	African
chr03	10900000	11000000	0	301800	Mediterranian
chr03	11000000	11100000	23	226421	African
chr03	11000000	11100000	50	531917	Mediterranian
chr03	11100000	11200000	6	181527	African
chr03	11100000	11200000	37	431571	Mediterranian
chr03	11200000	11300000	16	276265	African
chr03	11200000	11300000	39	651182	Mediterranian
chr03	11300000	11400000	3	120699	African
chr03	11300000	11400000	13	286878	Mediterranian
chr03	11400000	11500000	60	153628	African
chr03	11400000	11500000	147	362445	Mediterranian
chr03	11500000	11600000	11	131051	African
chr03	11500000	11600000	20	307990	Mediterranian
chr03	11600000	11700000	0	215117	African
chr03	11600000	11700000	0	503205	Mediterranian
chr03	11700000	11800000	17	144649	African
chr03	11700000	11800000	34	339520	Mediterranian
chr03	11800000	11900000	28	28492	African
chr03	11800000	11900000	66	66210	Mediterranian
chr03	11900000	12000000	4	36441	African
chr03	11900000	12000000	10	84913	Mediterranian
chr03	12000000	12100000	0	50011	African
chr03	12000000	12100000	2	116563	Mediterranian
chr03	12100000	12200000	0	30927	African
chr03	12100000	12200000	0	73021	Mediterranian
chr03	12200000	12300000	25	66885	African
chr03	12200000	12300000	92	162819	Mediterranian
chr03	12300000	12400000	0	93454	African
chr03	12300000	12400000	2	219737	Mediterranian
chr03	12400000	12500000	6	310520	African
chr03	12400000	12500000	14	730671	Mediterranian
chr03	12500000	12600000	6	146106	African
chr03	12500000	12600000	18	344668	Mediterranian
chr03	12600000	12700000	7	196511	African
chr03	12600000	12700000	18	465301	Mediterranian
chr03	12700000	12800000	8	165116	African
chr03	12700000	12800000	17	389715	Mediterranian
chr03	12800000	12900000	0	124913	African
chr03	12800000	12900000	2	293147	Mediterranian
chr03	12900000	13000000	4	93062	African
chr03	12900000	13000000	10	218239	Mediterranian
chr03	13000000	13100000	0	17059	African
chr03	13000000	13100000	2	39704	Mediterranian
chr03	13100000	13200000	0	36493	African
chr03	13100000	13200000	2	85046	Mediterranian
chr03	13200000	13300000	0	15261	African
chr03	13200000	13300000	0	41894	Mediterranian
chr03	13300000	13400000	3	52858	African
chr03	13300000	13400000	3	123618	Mediterranian
chr03	13400000	13500000	0	41840	African
chr03	13400000	13500000	0	97526	Mediterranian
chr03	13500000	13600000	0	14091	African
chr03	13500000	13600000	21	33858	Mediterranian
chr03	13600000	13700000	0	0	African
chr03	13600000	13700000	0	0	Mediterranian
chr03	13700000	13800000	0	15379	African
chr03	13700000	13800000	0	42448	Mediterranian
chr03	13800000	13900000	0	58402	African
chr03	13800000	13900000	0	138893	Mediterranian
chr03	13900000	14000000	0	0	African
chr03	13900000	14000000	0	0	Mediterranian
chr03	14000000	14100000	0	0	African
chr03	14000000	14100000	0	0	Mediterranian
chr03	14100000	14200000	0	0	African
chr03	14100000	14200000	0	0	Mediterranian
chr03	14200000	14300000	0	0	African
chr03	14200000	14300000	0	0	Mediterranian
chr03	14300000	14400000	6	8306	African
chr03	14300000	14400000	36	24332	Mediterranian
chr03	14400000	14500000	5	2395	African
chr03	14400000	14500000	24	6892	Mediterranian
chr03	14500000	14600000	0	65674	African
chr03	14500000	14600000	0	157068	Mediterranian
chr03	14600000	14700000	0	0	African
chr03	14600000	14700000	0	0	Mediterranian
chr03	14700000	14800000	0	32325	African
chr03	14700000	14800000	0	75583	Mediterranian
chr03	14800000	14900000	0	0	African
chr03	14800000	14900000	0	0	Mediterranian
chr03	14900000	15000000	0	0	African
chr03	14900000	15000000	0	0	Mediterranian
chr03	15000000	15100000	26	40553	African
chr03	15000000	15100000	60	95195	Mediterranian
chr03	15100000	15200000	0	67276	African
chr03	15100000	15200000	12	157241	Mediterranian
chr03	15200000	15300000	33	138024	African
chr03	15200000	15300000	124	322818	Mediterranian
chr03	15300000	15400000	27	105941	African
chr03	15300000	15400000	88	247267	Mediterranian
chr03	15400000	15500000	4	28617	African
chr03	15400000	15500000	2	65344	Mediterranian
chr03	15500000	15600000	0	0	African
chr03	15500000	15600000	0	0	Mediterranian
chr03	15600000	15700000	0	0	African
chr03	15600000	15700000	0	0	Mediterranian
chr03	15700000	15800000	0	4887	African
chr03	15700000	15800000	3	12322	Mediterranian
chr03	15800000	15900000	0	30388	African
chr03	15800000	15900000	0	72629	Mediterranian
chr03	15900000	16000000	0	0	African
chr03	15900000	16000000	0	0	Mediterranian
chr03	16000000	16100000	0	909	African
chr03	16000000	16100000	6	4215	Mediterranian
chr03	16100000	16112460	0	0	African
chr03	16100000	16112460	0	0	Mediterranian
chr04	0	100000	7	60494	African
chr04	0	100000	30	141206	Mediterranian
chr04	100000	200000	0	0	African
chr04	100000	200000	0	0	Mediterranian
chr04	200000	300000	0	6645	African
chr04	200000	300000	0	18558	Mediterranian
chr04	300000	400000	0	1938	African
chr04	300000	400000	2	10356	Mediterranian
chr04	400000	500000	0	0	African
chr04	400000	500000	0	0	Mediterranian
chr04	500000	600000	0	0	African
chr04	500000	600000	0	0	Mediterranian
chr04	600000	700000	0	0	African
chr04	600000	700000	0	0	Mediterranian
chr04	700000	800000	4	9479	African
chr04	700000	800000	13	22376	Mediterranian
chr04	800000	900000	0	11987	African
chr04	800000	900000	9	29860	Mediterranian
chr04	900000	1000000	0	9776	African
chr04	900000	1000000	15	22990	Mediterranian
chr04	1000000	1100000	23	60199	African
chr04	1000000	1100000	61	152962	Mediterranian
chr04	1100000	1200000	46	215889	African
chr04	1100000	1200000	106	508290	Mediterranian
chr04	1200000	1300000	22	146992	African
chr04	1200000	1300000	77	351300	Mediterranian
chr04	1300000	1400000	2	154041	African
chr04	1300000	1400000	15	362659	Mediterranian
chr04	1400000	1500000	0	13361	African
chr04	1400000	1500000	0	31295	Mediterranian
chr04	1500000	1600000	0	8975	African
chr04	1500000	1600000	3	20275	Mediterranian
chr04	1600000	1700000	7	3416	African
chr04	1600000	1700000	16	7987	Mediterranian
chr04	1700000	1800000	0	36394	African
chr04	1700000	1800000	0	91379	Mediterranian
chr04	1800000	1900000	0	42333	African
chr04	1800000	1900000	0	98926	Mediterranian
chr04	1900000	2000000	3	32863	African
chr04	1900000	2000000	17	81854	Mediterranian
chr04	2000000	2100000	0	4546	African
chr04	2000000	2100000	0	10591	Mediterranian
chr04	2100000	2200000	0	9225	African
chr04	2100000	2200000	0	21523	Mediterranian
chr04	2200000	2300000	0	5621	African
chr04	2200000	2300000	0	13040	Mediterranian
chr04	2300000	2400000	0	82179	African
chr04	2300000	2400000	0	194455	Mediterranian
chr04	2400000	2500000	18	247142	African
chr04	2400000	2500000	53	585050	Mediterranian
chr04	2500000	2600000	4	48303	African
chr04	2500000	2600000	10	113752	Mediterranian
chr04	2600000	2700000	11	28289	African
chr04	2600000	2700000	26	68428	Mediterranian
chr04	2700000	2800000	0	38632	African
chr04	2700000	2800000	0	95568	Mediterranian
chr04	2800000	2900000	6	191276	African
chr04	2800000	2900000	26	449789	Mediterranian
chr04	2900000	3000000	0	94149	African
chr04	2900000	3000000	3	231950	Mediterranian
chr04	3000000	3100000	3	134030	African
chr04	3000000	3100000	17	315938	Mediterranian
chr04	3100000	3200000	0	161231	African
chr04	3100000	3200000	2	380856	Mediterranian
chr04	3200000	3300000	0	0	African
chr04	3200000	3300000	0	0	Mediterranian
chr04	3300000	3400000	0	7491	African
chr04	3300000	3400000	3	17469	Mediterranian
chr04	3400000	3500000	0	32299	African
chr04	3400000	3500000	6	76525	Mediterranian
chr04	3500000	3600000	0	32952	African
chr04	3500000	3600000	0	77503	Mediterranian
chr04	3600000	3700000	0	0	African
chr04	3600000	3700000	0	0	Mediterranian
chr04	3700000	3800000	0	12204	African
chr04	3700000	3800000	2	29574	Mediterranian
chr04	3800000	3900000	0	5299	African
chr04	3800000	3900000	0	15388	Mediterranian
chr04	3900000	4000000	0	6469	African
chr04	3900000	4000000	8	15194	Mediterranian
chr04	4000000	4100000	0	0	African
chr04	4000000	4100000	0	0	Mediterranian
chr04	4100000	4200000	0	0	African
